user_id,Age,lack_companionship,isolation,satisfaction_with_life,Uses Foodbank,Can Socially Rely On Neighbours,Can Socially Rely On Close Family or Friends,Can Socially Rely On Community_or_faith_group,Worry About Rent Payment,Working Full Time,Working Part Time,Unemployed,Retired,Not Working (Looking After Child or House),Not Working Sick or Disabled,Student,OLIO Number of Food Listings,IMD Decile,OLIO Number of Non Food Listings,msoa_usage,listing_rank,added_comments,added_stories,received_likes_comments,received_likes_stories,received_comments,given_ratings,received_ratings,donated_food_listings,donated_non_food_listings,number_of_conversations,messages_count,max_requests_month,monthly_burstiness,max_requests_month_food,max_requests_month_non_food,IMD Score,income_score,employment_score,Education Score,health_score,Crime Score,barriers_score,living_environment_score,income_deprivation_affecting_children_score,income_deprivation_affecting_older_score,children_young_people_score,adult_skills_score,geographical_barriers_score,wider_barriers_score,indoors_score,outdoors_score,income_decile,employment_decile,education_decile,health_decile,crime_decile,barriers_decile,living_environment_decile,Percentage of Universal Credit Claimants,pc_of_pupils_taking_fsm,pct_16to24,pct_25to49,pct_50to64,pct_over65,Population Density,pct_other_lone_parent_children,pct_non_white,closeness_centrality,betweenness_centrality,degree_centrality,clustering,pagerank,dst_bus_coach_stop_street,dst_tram_metro_underground_platform,Population,Average population per park or public garden or playing field,Number of flats within built up area,Number of flats in built up area with gardens,Average garden size for flats in built up area,Number of houses within built up area,Number of houses in built up area with gardens,Average garden size for houses in built up area ,embeddedness_score,gender_Female,gender_Male,gender_other,gender_pnts,illness_No,illness_Prefer not to say,Illness Yes,Living on my own (NO children or children have left home),Living On my Own With Children Under 18,Living with other adult family members,Living with other adults that are non-family members,Living with partner,household_composition_Living with partner/ spouse/ older relative WITH children under 18,neighbourhood_comparison_Better,neighbourhood_comparison_Much better,neighbourhood_comparison_Much worse,neighbourhood_comparison_The same,neighbourhood_comparison_Worse,turn_to_friends_and_family_Not at all,turn_to_friends_and_family_To a large extent,turn_to_friends_and_family_To some extent,pre_payment_Don't know,pre_payment_No,pre_payment_Yes,fuel_security_label_High fuel-security,fuel_security_label_Low fuel-security,fuel_security_label_Marginal fuel-security,fuel_security_label_Very low fuel-security,household_food_security_label_High food-security,household_food_security_label_Low food-security,household_food_security_label_Marginal food-security,household_food_security_label_Very low food-security,house_desc_Buying the house on a mortgage,house_desc_Living in a night shelter/ hostel,house_desc_Living in rented accommodation arranged by the Local Authority,house_desc_Living in rented accommodation from Housing Association,house_desc_Living in student accommodation/ student halls,house_desc_Owning the house outright,house_desc_Renting from private landlord,house_desc_Temporarily living with friends and/ or family while attempting to find permanent accommodation,epc_rating_A,epc_rating_B,epc_rating_C,epc_rating_D,epc_rating_Don't know,epc_rating_E,epc_rating_F,epc_rating_G,worry_about_energy_payment_1 or 2 months,worry_about_energy_payment_Almost every month,worry_about_energy_payment_Never,worry_about_energy_payment_Some months but not every month,"income_range_Less than Â£14,900 p.a.","income_range_More than Â£58,900 p.a.",income_range_Prefer not to say,"income_range_Â£14,901- Â£24,300 p.a.","income_range_Â£24,301- Â£37,900 p.a.","income_range_Â£37,901- Â£58,900 p.a.",isolation_Hardly ever or never,isolation_Often,isolation_Some of the time,lack_companionship_Hardly ever or never,lack_companionship_Often,lack_companionship_Some of the time,satisfaction_with_life_group,satisfaction_with_life_tertile,age_AGE_25_to_34,age_AGE_35_44,age_AGE_45_54,age_AGE_55_64,age_AGE_Over_65,age_AGE_Under_25,Food Insecurity,Income,Worry About Energy Payment,Energy Insecurity,Worry About Housing Payment,No Social Reliance,"Deaths from causes considered preventable, under 75 years",Physical or Mental health Conditions or Illnesses,Gender,Distance to Bus Stop,Distance to Underground Access,Distance to Railway Access,Distance to Greenspace,isolation_composite_score,lack_companionship_composite_score,new_loneliness_binary,updated_income,updated_social_reliance,turn_to_friends_and_family_ordinal,updated_neighbourhood_comparison
3864038,2,0,2,7,0,0,1,0,4,0,1,0,0,0,0,0,5,4,3,2,3,0,0,0,0,0,1,3,0,2,22,62,7,1.923076923,5,2,25.428,0.171,0.1,22.042,0.136,0.699,30.158,21.126,0.276,0.137,0.12,0.35,-0.348,3.593,-0.106,0.714,3,4,4,5,2,3,5,0.113133085,0.305084746,10.43630783,34.58671344,15.92852445,12.37667178,808.6555717,23.6,19.3,0.091944733,1.69E-05,0.000298042,0.076923077,1.50E-05,24805.42256,9907.500558,9173,5016.55,1028,697.68,208.78,2444,2402,180.99,2.29E-05,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,high,1,0,1,0,0,0,0,2,0,1,0,1,FALSE,111.6,0,0,112.0555712,11135.39526,462.6633074,237.23577,1,0,0,,1,1,2
3909028,4,1,1,5,0,0,0,1,4,0,1,0,0,0,0,0,0,2,2,3,2,0,0,0,0,0,1,2,0,1,6,17,1,0,0,1,41.111,0.322,0.213,19.577,-0.018,0.214,40.585,24.564,0.332,0.538,-0.262,0.367,-1.631,5.537,-0.328,1.256,1,1,5,5,5,1,4,0.132731959,0.244755245,10.92783505,36.81701031,17.31958763,10.37371134,17723.6284,23.6,66.9,0.121605907,9.46E-08,9.17E-05,0.083333333,9.44E-06,18105.92241,503.6197265,7924,20741.81,3630,2512,206.02,169,152,82.78,7.64E-06,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,low,1,0,0,0,1,0,0,2,0,0,1,1,FALSE,123.6,0,0,101.530653,442.8268313,452.1377195,35.5524307,2,1,1,0,1,0,2
3914872,2,1,0,2,0,1,0,1,2,1,0,0,0,0,0,0,0,9,7,2,4,0,0,0,0,0,9,16,0,3,108,285,20,4.043010753,7,15,6.585,0.042,0.035,2.896,-2.053,-0.487,22.612,27.164,0.038,0.064,-0.677,0.113,-0.266,1.955,0.181,0.883,9,9,10,10,8,5,4,0.033198044,0.074534161,8.315121241,32.77136018,17.84785097,18.77406598,2977.602937,11.2,20.3,0.143961131,0.000226625,0.001398505,0.016939891,5.04E-05,20182.55865,1133.798491,9357,13172.63,1406,839,570.12,2211,2190,1879.53,2.37E-05,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,low,1,0,1,0,0,0,0,3,3,1,2,1,FALSE,33.2,0,0,104.4497574,1126.068528,3315.562209,115.291022,0,1,0,3,1,0,1
3916527,2,0,0,8,1,0,0,1,3,1,0,0,0,0,0,0,0,2,11,3,3,0,0,0,0,0,6,5,0,3,15,42,2,0.333333333,1,2,35.547,0.216,0.18,30.601,1.045,0.123,33.497,9.212,0.222,0.277,0.619,0.365,-0.485,4.24,-0.61,-0.063,2,2,3,2,5,2,8,0.164819449,0.084533333,10.78536527,35.5738291,17.2804195,11.53616971,5473.607369,23.7,27.4,0.114020931,3.76E-05,0.000275116,0.007575758,1.58E-05,13014.49504,3018.937552,8479,14716.59,1701,1108,131.12,1710,1703,142.74,2.08E-06,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,high,0,0,1,0,0,0,0,2,3,1,0,0,FALSE,142.5,0,0,85.8050551,2829.797009,1382.133207,205.911867,0,0,0,3,1,2,3
456677,3,0,0,6,0,0,0,0,3,1,0,0,0,0,0,0,870,5,45,4,4,2,1,3,1,2,228,171,1437,41,1663,5144,37,6.860892388,24,16,21.195,0.139,0.062,4.41,-0.481,0.373,39.361,42.077,0.32,0.267,-0.468,0.138,0.156,4.109,0.634,1.404,4,7,9,8,4,1,2,0.070050225,0.164278403,9.586747731,53.03550974,13.45492995,9.472200194,18024.17272,10.5,27.2,0.182409434,0.003309196,0.009697831,0.014902295,0.000391002,13363.53486,1697.392475,10912,13590.1,5827,2573,82.79,563,526,55.98,0.00014452,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,high,1,0,0,1,0,0,0,0,4,0,0,0,TRUE,71.9,0,0,118.9193223,1542.905524,490.3201767,155.298785,0,0,0,4,0,2,3
3927569,2,0,0,7,0,0,0,0,3,1,0,0,0,0,0,0,1,8,2,4,4,0,0,0,0,0,36,26,1,2,214,581,34,3.456,25,9,10.025,0.008,0.005,1.919,-0.28,-0.951,28.057,47.125,0.052,0.098,-0.811,0.033,-0.873,3.78,0.823,1.43,10,10,10,7,9,3,1,0.060360486,0.524590164,9.864468353,60.89143496,13.38549672,4.513064133,18690.3203,6.6,29.4,0.133945396,3.52E-05,0.001398505,0.02295082,1.16E-05,17805.46822,896.3153354,14056,12003.57,7570,2090.72,148.48,173,136,46.93,3.21E-05,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,high,1,0,1,0,0,0,0,0,4,1,0,0,TRUE,71.1,0,0,69.62715142,940.3694148,1084.013439,202.504972,0,0,0,4,0,2,3
3183216,1,1,2,7,0,0,1,0,3,1,0,0,0,0,0,0,80,6,1,3,4,0,0,0,0,0,6,16,127,1,137,304,8,1.259259259,8,0,16.179,0.086,0.052,3.755,-0.809,0.555,31.974,40.286,0.114,0.172,-0.581,0.142,0.21,2.719,0.182,1.913,6,8,9,9,3,2,2,0.053039732,0.082417582,7.247486836,48.97079943,13.73863092,8.808042125,9846.049064,9.2,17.4,0.155106018,1.53E-05,0.001513137,0.046175373,0.000101955,11615.49063,1895.421399,10383,56997.39,2501,2253.2,118.72,1761,1750,106.55,6.99E-05,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,high,1,1,0,0,0,0,0,0,4,1,2,0,FALSE,82.7,0,1,284.8728246,1923.275579,958.7970358,140.279407,1,1,0,4,1,2,3
3195746,5,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,1,4,0,0,0,0,0,0,0,0,0,109,112,22,3.097643098,22,0,7.687,0.05,0.046,13.743,-1.119,-0.373,24.16,5.45,0.07,0.064,-0.505,0.325,0.169,1.16,-1.504,-0.115,8,8,6,10,7,4,9,0.04844489,0.105454545,9.846638957,31.245521,21.09789308,17.70101763,1232.273359,13.1,4.7,0,0,2.29E-05,0,8.72E-06,24856.21498,4740.118746,6984,8560.64,316,198,274.39,2487,2471,295.97,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,high,0,0,0,0,0,1,0,0,0,0,0,0,TRUE,73.8,0,0,63.89872159,4729.787458,7574.436758,1049.49421,0,0,0,,0,2,3
3954350,2,1,2,8,0,0,0,0,4,1,0,0,0,0,0,0,0,7,2,4,2,0,0,0,0,0,1,2,0,2,13,58,2,0,2,2,13.03,0.107,0.071,3.559,-1.451,0.064,26.11,20.775,0.165,0.133,-0.877,0.192,-0.29,2.744,-0.057,0.612,5,6,9,10,5,4,5,0.055078231,0.063885956,9.143528986,32.12444605,20.92791897,19.95116216,2945.679557,10.4,16.6,0.116640428,3.04E-09,0.000160484,0.047619048,1.05E-05,21097.19423,291.1755584,10988,7163.24,1624,1079,317.24,2950,2914,274.67,7.64E-06,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,high,0,0,1,0,0,0,0,2,0,0,2,1,TRUE,62.8,0,1,117.6834159,289.2477889,1699.888305,334.293795,1,1,0,,0,2,2
3992382,3,1,2,5,0,0,0,0,1,1,0,0,0,0,0,0,1,5,0,4,4,0,0,0,0,0,14,16,5,2,194,579,29,8.065346535,19,10,21.296,0.105,0.091,3.402,-0.619,0.622,36.034,41.447,0.101,0.234,-0.734,0.167,-2.388,4.969,0.632,1.364,5,5,9,8,3,2,2,0.088646812,0.142253521,8.794723166,43.8836698,16.34019588,10.79352389,9125.661789,15.2,35.2,0.144928585,8.93E-05,0.0013068,0.053918495,1.79E-05,17961.96062,107.656662,10126,21140.23,3117,2581.17,109.72,1264,1251,116.13,7.05E-05,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,low,1,0,0,1,0,0,0,2,0,1,1,1,TRUE,64.9,0,0,47.26282994,884.8799569,136.4196741,226.232762,1,1,0,,0,1,2
4012615,1,0,2,10,0,0,0,0,3,1,0,0,0,0,0,0,2,3,3,4,3,0,0,0,0,0,3,5,0,4,19,59,4,0.88,4,2,29.912,0.207,0.142,12.132,0.303,0.053,32.188,39.512,0.295,0.367,-0.193,0.273,-0.834,4.322,-0.211,2.309,2,3,7,4,5,2,2,0.127440228,0.240860215,9.969291511,42.94801492,18.348322,11.50471595,16622.35305,19.4,47.3,0.122332587,3.68E-05,0.000366821,0.058333333,1.85E-05,17948.25108,775.2471873,9094,10006.41,3846,1958,92.48,572,560,63.99,2.14E-05,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,high,0,1,0,0,0,0,0,1,3,1,0,0,TRUE,147.1,0,0,48.12935412,735.5644195,755.0075128,237.618679,1,0,0,3,0,1,2
418383,1,0,2,7,0,0,0,0,3,0,0,1,0,0,0,0,4,3,9,4,3,0,0,0,0,0,7,7,4,4,21,93,1,0,1,0,29.721,0.182,0.12,8.786,0.214,0.776,29.556,50.088,0.223,0.354,-0.347,0.24,-1.036,4.061,0.807,1.691,3,3,8,4,2,3,1,0.109327372,0.18196995,8.006502743,46.38284901,15.41353383,8.209713473,8686.46086,18.7,38.5,0.122834608,3.54E-05,0.000527305,0.015810277,2.58E-05,15428.69503,3352.973897,9773,22046.01,2898,2251,177.51,1421,1388,156.53,8.34E-06,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,high,1,1,0,0,0,0,0,0,4,0,0,0,TRUE,85.8,1,,71.23474887,3386.400561,162.6859437,68.7834691,1,0,0,4,0,2,3
3295188,2,1,0,8,0,0,0,0,3,1,0,0,0,0,0,0,708,3,1,4,4,138,4,336,31,64,40,31,862,0,401,992,14,2.384615385,14,0,27.037,0.169,0.096,20.441,-0.107,0.563,36.004,37.903,0.181,0.404,0.525,0.261,-1.097,4.88,0.379,1.495,3,5,5,6,3,2,2,0.158859946,0,9.473192384,44.52750847,17.33442355,9.181170424,15182.12813,18.1,38.8,0.146319224,0.000242203,0.002223853,0.037965154,0.000158852,14894.04726,796.2822388,8579,12346.49,2759,2093,155.74,826,791,113.8,8.44E-05,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,high,0,0,1,0,0,0,0,0,0,0,0,0,TRUE,93.6,0,0,122.2272945,812.7325593,665.4742308,77.8155879,0,1,0,,0,2,3
3361001,2,0,0,8,0,0,0,0,3,1,0,0,0,0,0,0,0,3,0,2,4,0,0,0,0,0,7,8,0,0,75,185,19,5.950980392,19,0,28.156,0.154,0.102,20.585,-0.064,0.802,29.228,49.851,0.22,0.251,0.047,0.344,-0.544,3.703,1.052,1.15,4,4,5,6,2,3,1,0.139891892,0.214695752,10.69189189,37.12432432,18.19459459,10.78918919,8010.088314,23.2,27.3,0,0,0.000252189,0.4,8.72E-06,8496.87558,1987.846431,9292,5994.6,764,587,152.59,2601,2588,125.11,0.000100876,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,high,0,0,1,0,0,0,0,0,4,0,0,0,TRUE,125,0,1,19.1367867,2124.031858,991.8574464,50.0704121,0,0,0,4,0,1,3
504210,2,1,0,8,0,0,0,0,3,1,0,0,0,0,0,0,0,6,0,3,4,0,0,0,0,0,2,2,0,0,31,46,18,8.62962963,18,1,14.584,0.093,0.08,6.51,-0.745,0.347,18.193,31.576,0.083,0.127,-0.2,0.134,-0.864,1.841,0.28,1.124,6,5,8,9,4,6,3,0.052349417,0.278601695,7.726269316,42.32103437,16.60885105,14.36980973,18240.64627,12.7,22.9,0,0,4.59E-05,0.5,8.72E-06,19333.91538,603.0034769,9464,31970.35,2993,2228,142.22,716,693,89.93,2.30E-05,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,high,0,0,1,0,0,0,0,0,4,0,0,0,TRUE,70.3,0,1,56.38901858,593.0512764,488.9194963,294.965924,0,1,0,4,0,1,3
4035133,1,2,1,3,0,0,0,0,3,1,0,0,0,0,0,0,12,4,15,1,4,0,0,0,0,0,1,9,10,16,69,185,1,0,0,1,22.674,0.126,0.083,14.781,-0.676,0.42,38.36,39.008,0.124,0.252,-0.346,0.324,-1.482,5.219,0.263,1.725,4,5,6,8,4,1,2,0.132767219,0.095151954,10.00134789,35.00471762,17.52257717,15.25812104,5802.619249,20.2,55,0.159255188,3.51E-05,0.001352653,0.037405026,9.22E-05,15878.66883,1660.9019,7475,11837.92,1339,929.31,195.68,1557,1529,195.84,5.06E-05,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,low,1,1,0,0,0,0,0,3,2,1,2,0,TRUE,110.9,0,0,8.619913063,2511.828443,1649.737295,294.83576,2,2,1,2,0,1,1
629611,3,1,2,7,0,0,0,0,0,1,0,0,0,0,0,0,0,3,25,3,3,4,0,8,0,0,12,8,0,10,31,118,0,0,0,0,26.601,0.12,0.091,10.635,-0.261,0.76,43.173,47.287,0.128,0.233,-0.472,0.283,0.109,4.693,0.69,1.701,5,5,7,7,2,1,1,0.093083387,0.180071174,10.47188106,46.63865546,14.9321267,9.534583064,6215.117464,16,46,0.14430117,0.000162943,0.0008712,0.024893314,5.53E-05,8009.623177,521.02187,9273,46584.39,2284,1955,188.39,1212,1201,161.35,2.17E-05,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,high,1,0,0,1,0,0,0,0,0,0,1,0,TRUE,71.3,0,0,248.463705,549.0122816,1055.586986,421.858191,1,1,0,,0,1,2
3413814,3,1,2,7,0,0,0,0,3,1,0,0,0,0,0,0,446,2,0,3,4,1,0,1,0,0,91,51,479,0,358,708,37,13.80888889,37,0,36.226,0.236,0.152,18.918,0.699,0.756,33.851,35.864,0.335,0.445,0.232,0.298,-0.306,4.096,-0.078,1.875,2,2,5,3,2,2,2,0.143015932,0.441400304,10.33716191,47.52377424,17.16685192,7.150796591,13859.66817,27.5,55.7,0.152392782,0.000100759,0.002751158,0.051912568,0.000133281,14637.09237,1144.74972,8255,33990.64,3763,2289,316.33,287,282,184.58,0.00014282,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,high,1,0,0,1,0,0,0,0,2,1,1,0,TRUE,125.7,0,0,60.65506651,1168.163006,1435.924608,352.779145,1,1,0,2,0,1,2
523273,2,1,1,3,1,0,0,0,2,0,0,0,0,0,1,0,0,2,84,1,4,0,0,0,0,0,22,24,0,9,279,519,59,14.88187702,58,1,35.019,0.2,0.11,20.416,-0.149,0.669,58.179,43.024,0.246,0.263,0.34,0.298,0.118,6.713,0.6,1.538,3,4,5,6,3,1,2,0.160576806,0.235964912,10.00855432,41.52511304,10.98619088,4.008309911,10928.98575,31.7,61.8,0.137742819,0.000204435,0.001375579,0.046610169,3.26E-05,9654.896778,928.953296,8354,23477.28,3089,1200,121.02,225,220,121.67,6.41E-05,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,low,1,0,1,0,0,0,0,3,0,1,3,1,TRUE,143,1,0,242.0030066,2566.300965,924.6118323,293.177498,2,1,1,0,0,0,2
4049294,2,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,2,3,1,1,0,2,2,3,1,0,1,7,19,1,0,0,1,31.102,0.196,0.154,6.428,0.601,0.626,28.363,38.059,0.236,0.332,-0.445,0.207,-1.176,3.948,0.09,1.855,3,2,8,3,3,3,2,0.059836472,0.081081081,10.12140733,41.98463826,17.08374628,11.58325074,12133.50146,10,19.1,0.137371537,1.16E-05,0.000160484,0,1.14E-05,13178.35984,625.8538285,7986,27145.13,2423,1899,72.89,1368,1345,58.1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,high,1,0,1,0,0,0,0,0,4,0,0,0,TRUE,87.5,0,0,38.99583792,113.1926904,921.9476311,29.6368479,0,0,0,4,0,2,2
4049467,4,1,2,9,0,0,0,0,0,0,1,0,0,0,0,0,0,9,19,3,4,0,0,0,0,0,15,10,0,14,32,89,2,0.222222222,1,2,7.792,0.062,0.048,1.437,-0.765,-0.335,19.65,20.866,0.053,0.15,-1.184,0.141,-0.31,1.415,-0.198,0.804,8,8,10,9,7,6,5,0.037902891,0.100881489,7.954073869,36.67173883,19.11744363,14.42799834,7317.193892,8.1,8.6,0.123405215,8.93E-06,0.000389747,0.113970588,2.75E-05,5618.291071,4585.556637,7264,17499.72,1543,1124,228.2,1858,1839,132.16,4.44E-05,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,high,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,64.5,0,0,61.94905779,4469.588768,345.6120061,379.883231,1,1,0,0,0,2,2
3450053,0,1,2,7,0,0,1,0,4,0,0,0,1,0,0,0,0,2,0,4,2,0,0,0,0,0,2,2,0,0,3,3,3,0,3,0,33.685,0.22,0.101,15.61,0.342,1.292,36.005,40.311,0.323,0.627,-0.341,0.332,-1.036,4.864,-0.221,2.441,2,4,6,4,1,2,2,0.103666618,0.356186395,11.85883277,57.88052815,7.80935552,3.499730035,13354.04358,12.1,54.8,0,0,4.59E-05,1,8.72E-06,14254.79476,37.22777818,19374,13060.09,9457,4372,153.5,459,408,72.19,4.59E-05,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,high,1,0,0,0,0,0,1,3,1,0,3,1,FALSE,73.2,0,0,34.60026279,65.47724235,546.3085352,26.1634434,1,1,0,1,1,1,3
4052447,2,0,0,5,0,1,1,0,2,0,1,0,0,0,0,0,0,7,0,3,3,0,0,0,0,0,1,1,0,0,25,34,9,2.363636364,9,1,11.874,0.079,0.05,4.945,-0.372,0.076,22.918,28.335,0.139,0.15,-0.553,0.186,-0.433,2.319,0.024,1.204,7,8,9,7,5,5,3,0.141615055,0.236111111,9.004287756,42.85373988,16.91281563,9.540257265,9105.331262,20.9,43,0,0,4.59E-05,0,8.72E-06,9699.285545,791.0848867,8459,7485.74,2025,1302,156.42,1465,1451,107.79,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,low,1,0,1,0,0,0,0,2,0,0,1,1,FALSE,138.4,0,0,82.9179843,797.6255341,1765.707929,127.252431,0,0,0,0,1,1,1
528417,0,1,2,8,0,0,0,0,4,0,1,0,0,0,0,0,0,2,1,4,4,0,0,0,0,0,1,2,0,0,49,119,4,1,1,4,38.967,0.248,0.182,11.597,0.828,0.356,36.607,44.184,0.371,0.408,-0.269,0.275,-0.815,4.844,0.183,2.208,2,2,7,2,4,2,1,0.139311833,0.325714286,19.1583743,42.78863446,16.38892219,7.133437238,12087.15488,16.1,43.1,0,0,0.000779495,0.005347594,8.72E-06,19065.3122,50.17214468,8042,6526.38,4394,2374.46,103.46,409,390,61.34,4.17E-06,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,high,0,0,0,0,0,0,1,2,0,0,1,1,TRUE,132.1,0,0,44.05785414,53.71150112,275.2771436,361.023121,1,1,0,,0,1,3
